organism_level_trait	QTL_Chr	QTL	mediator_transcript	mediator_gene	eQTL	mediation_estimate	adjusted_p	prop_med	q99_mediator
Albendazole_q90.TOF	II	2222527	Y49F6C.1	bath-8	3376313	0.0446631244144188	0.059	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y49F6C.1	bath-8	8699190	0.0446631244144188	0.059	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01A2.8c.1	mps-2	88086	0.0432892334253257	0.062	NA	Other genes
Albendazole_q90.TOF	II	2222527	T13B5.4.2	col-40	1107654	0.0201289284775046	0.062	NA	Other genes
Albendazole_q90.TOF	II	2222527	C25H3.3.1	C25H3.3	5586326	0.0267690276058922	0.064	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59A6.6a.1	rnh-1.0	3205369	0.0262957060124008	0.064	NA	Other genes
Albendazole_q90.TOF	II	2222527	T21E3.1.2	egg-4	13215833	0.0340144769739019	0.065	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51H1A.3a.1	Y51H1A.3	13965856	0.0256795677738325	0.065	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46F5.1b.1	F46F5.1	749717	0.021376825017339	0.066	NA	Other genes
Albendazole_q90.TOF	II	2222527	C41H7.4.1	lido-11	2701077	0.01950430588352	0.067	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14D2.14.2	F14D2.14	3381332	0.0635240025915471	0.067	0 ≤ prop_med ≤ 1	F14D2.14
Albendazole_q90.TOF	II	2222527	C24H11.5a.1	C24H11.5	11896616	0.0355923895092051	0.068	NA	Other genes
Albendazole_q90.TOF	II	2222527	F37B12.3.2	F37B12.3	12172574	0.0312905496650988	0.068	NA	Other genes
Albendazole_q90.TOF	II	2222527	F58E1.13.1	F58E1.13	2111466	0.021754849073629	0.068	NA	Other genes
Albendazole_q90.TOF	II	2222527	F40B1.2	bath-18	2514462	0.0249636760903046	0.069	NA	Other genes
Albendazole_q90.TOF	II	2222527	K02F6.3.1	K02F6.3	2622464	0.0226817311310363	0.069	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.3.1	Y110A2AL.3	2834136	0.0206567622138172	0.07	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48G9A.9b.1	Y48G9A.9	582303	0.0201878761493355	0.07	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54D5.4.1	F54D5.4	11562273	0.0408880458598636	0.071	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24B8.5.1	T24B8.5	10643292	0.0340278718789511	0.071	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y97E10AR.3.2	Y97E10AR.3	1186497	0.0265851755840849	0.071	NA	Other genes
Albendazole_q90.TOF	II	2222527	M106.5.2	cap-2	10860661	0.0327159814439212	0.072	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.5.2	pisy-1	12738776	0.0195550410305683	0.073	NA	Other genes
Albendazole_q90.TOF	II	2222527	H14N18.4b.1	H14N18.4	12428734	0.0190196603818	0.076	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.15.1	F59E12.15	6095043	0.0193660712714847	0.077	NA	Other genes
Albendazole_q90.TOF	II	2222527	C18A3.1.2	damt-1	10722481	0.0220457143445873	0.078	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08A2.5c.1	nhr-88	3001440	0.0253812327896663	0.078	NA	Other genes
Albendazole_q90.TOF	II	2222527	D1086.7.1	D1086.7	3978307	0.0283271629183469	0.079	NA	Other genes
Albendazole_q90.TOF	II	2222527	F57G9.6	F57G9.6	12400689	0.0382480488634275	0.079	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y73F8A.31	gyg-3	3905784	0.0368115782512488	0.079	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y73F8A.31	gyg-3	8404773	0.0368115782512488	0.079	NA	Other genes
Albendazole_q90.TOF	II	2222527	C31C9.6.1	C31C9.6	13610515	0.027900131768104	0.08	NA	Other genes
Albendazole_q90.TOF	II	2222527	F52F10.4a.1	oac-32	13053228	0.0258758271908705	0.081	NA	Other genes
Albendazole_q90.TOF	II	2222527	C41H7.6.2	lido-9	3052938	0.0396740392365021	0.082	NA	Other genes
Albendazole_q90.TOF	II	2222527	D1022.3.1	D1022.3	7420139	0.0469096191580686	0.082	NA	Other genes
Albendazole_q90.TOF	II	2222527	T21C9.9.1	T21C9.9	1186497	0.0207143665742582	0.082	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.5a.1	C16A11.5	4352810	0.0222711853012268	0.083	NA	Other genes
Albendazole_q90.TOF	II	2222527	T01E8.6.1	mrps-14	10244954	0.0208366272875326	0.084	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33B4.3a.1	shn-1	11160203	0.035471112046861	0.086	NA	Other genes
Albendazole_q90.TOF	II	2222527	W10D9.5a.2	tomm-22	456592	0.0280599537971156	0.087	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05D12.3a.2	C05D12.3	11510516	0.0265975771206963	0.089	NA	Other genes
Albendazole_q90.TOF	II	2222527	T07D4.3b.1	rha-1	8905662	0.0200811335946395	0.094	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26G1.4.1	ttm-2	5529904	0.0174386013633173	0.095	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK813.2.1	ZK813.2	4194656	0.0282710239712559	0.095	NA	Other genes
Albendazole_q90.TOF	II	2222527	F52G3.4	F52G3.4	3657397	0.0470204701710366	0.096	NA	Other genes
Albendazole_q90.TOF	II	2222527	T09B4.2.1	T09B4.2	1186497	0.0236557882254989	0.096	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK792.5.2	ZK792.5	2815623	0.0155416360715128	0.097	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.31.1	Y57A10A.31	12346336	0.0174044704900387	0.098	NA	Other genes
Albendazole_q90.TOF	II	2222527	F47C12.12	F47C12.12	3569186	0.0308939322188512	0.099	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16C4.4b.1	math-14	831616	0.0531786958009239	0.102	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A1.3b.1	lir-1	8843293	0.0188810689454895	0.104	NA	Other genes
Albendazole_q90.TOF	II	2222527	W09B6.4a.2	W09B6.4	1099580	0.0156823869106562	0.105	NA	Other genes
Albendazole_q90.TOF	II	2222527	F44G4.2.1	F44G4.2	12713896	0.0222535244513444	0.106	NA	Other genes
Albendazole_q90.TOF	II	2222527	T28C6.6.1	col-3	946924	0.0183269728535227	0.108	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51H1A.3a.2	Y51H1A.3	13965856	0.029522629899054	0.108	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05D12.3c.1	C05D12.3	11143994	0.0218156941623244	0.109	NA	Other genes
Albendazole_q90.TOF	II	2222527	F33H2.3.1	F33H2.3	12346336	0.0200596040929156	0.109	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.5d.1	C16A11.5	4424134	0.0340018739696675	0.111	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01A2.8a.1	mps-2	88086	0.0332082425555513	0.111	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59A7.1.1	clec-206	3047704	0.0351936349412349	0.112	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.15.2	F59E12.15	4968229	0.0237896011031668	0.112	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK20.5.2	rpn-12	11908249	0.0203053946475652	0.112	NA	Other genes
Albendazole_q90.TOF	II	2222527	F11G11.5.2	F11G11.5	5067883	0.0174925449265977	0.113	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0047.3.1	bath-24	1677238	0.0356722375672238	0.114	NA	Other genes
Albendazole_q90.TOF	II	2222527	C03H5.1.2	clec-10	406190	0.0220047630102556	0.116	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y105C5A.9a.1	Y105C5A.9	1177776	0.0188798937776108	0.116	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59A6.6b.1	rnh-1.0	4968229	0.0224536306871267	0.119	NA	Other genes
Albendazole_q90.TOF	II	2222527	C37C3.6a.1	mig-6	209512	0.0401465510371886	0.12	NA	Other genes
Albendazole_q90.TOF	II	2222527	W10D9.5a.1	tomm-22	456592	0.0173216428931612	0.123	NA	Other genes
Albendazole_q90.TOF	II	2222527	K09D9.2.1	cyp-35A3	3402871	0.0211273760267948	0.124	NA	Other genes
Albendazole_q90.TOF	II	2222527	F11G11.8.1	nspd-5	4837879	0.0186557589635562	0.125	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y47H10A.6	Y47H10A.6	732532	0.0158616016815051	0.125	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50D2.9.2	C50D2.9	619371	0.013857750480611	0.126	NA	Other genes
Albendazole_q90.TOF	II	2222527	F36H5.2	math-27	1180779	0.0607565165530401	0.126	0 ≤ prop_med ≤ 1	math-27
Albendazole_q90.TOF	II	2222527	Y47G7B.2.1	Y47G7B.2	2716732	0.0618254866421698	0.126	0 ≤ prop_med ≤ 1	Y47G7B.2
Albendazole_q90.TOF	II	2222527	K10G6.3b.1	sea-2	3501741	0.0184914980816122	0.127	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.1.1	W04H10.1	813436	0.015708678549496	0.127	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33C12.12.1	C33C12.12	2196511	0.0301776913501897	0.128	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.16c	F59E12.16	3511980	0.0213027944859129	0.128	NA	Other genes
Albendazole_q90.TOF	II	2222527	H20J04.9.1	H20J04.9	4244581	0.0253127466155587	0.128	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.2.2	cox-10	12630714	0.0172456736998083	0.13	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17C3.12c.2	acdh-2	5505071	0.0359745346317562	0.131	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G2A.25a.1	lad-2	946924	0.0144088686968357	0.131	NA	Other genes
Albendazole_q90.TOF	II	2222527	F28A10.5.1	F28A10.5	873752	0.0172353692566427	0.133	NA	Other genes
Albendazole_q90.TOF	II	2222527	F15A4.9.1	arrd-9	12458240	0.0178095254851671	0.134	NA	Other genes
Albendazole_q90.TOF	II	2222527	R09F10.7.1	pqn-57	946924	0.0205244083635333	0.134	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y47D3B.5b.1	twk-31	2787728	0.0150792764961077	0.134	NA	Other genes
Albendazole_q90.TOF	II	2222527	F36H5.14.2	F36H5.14	1180779	0.0564421641072625	0.139	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G7B.20c.1	Y17G7B.20	11894395	0.0171717204581664	0.139	NA	Other genes
Albendazole_q90.TOF	II	2222527	F56F11.4a.1	F56F11.4	1462989	0.021736638149162	0.14	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y37A1B.5a.1	Y37A1B.5	3569186	0.0408123868310588	0.14	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.1.1	Y110A2AL.1	2683072	0.0217637205841255	0.143	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.4a.2	npl-4.1	5544015	0.0133713344395118	0.146	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07D4.2.1	K07D4.2	3511980	0.0166774826300499	0.146	NA	Other genes
Albendazole_q90.TOF	II	2222527	M28.8.2	M28.8	10621549	0.0244241419027251	0.146	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK675.1b.2	ptc-1	7957028	0.01444272347623	0.152	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17D7C.3	Y17D7C.3	587549	0.0223323482061655	0.155	NA	Other genes
Albendazole_q90.TOF	II	2222527	D1007.16.2	eaf-1	1186497	0.0158782046884966	0.157	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24B8.7b.1	T24B8.7	2968520	0.0130710880479617	0.158	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y71H2B.2.2	Y71H2B.2	2154970	0.0424518959831693	0.158	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y111B2A.4a.1	sql-1	2476363	0.0173734207767403	0.159	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46H3C.6	Y46H3C.6	3615891	0.0149229114249958	0.159	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46C8AL.2.1	clec-174	11983210	0.0148663586634572	0.16	NA	Other genes
Albendazole_q90.TOF	II	2222527	F57C12.1.1	nas-38	946924	0.0132705522186938	0.161	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50E10.2b.1	C50E10.2	12308692	0.0146825016306128	0.166	NA	Other genes
Albendazole_q90.TOF	II	2222527	E04D5.3.2	cut-4	1186497	0.0161848347996544	0.166	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10D11.6a.1	F10D11.6	946924	0.0111481572528546	0.167	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G7B.20b.1	Y17G7B.20	11894395	0.0167766603060515	0.167	NA	Other genes
Albendazole_q90.TOF	II	2222527	C49G7.8.1	cyp-35A4	3047704	0.0186776014602496	0.168	NA	Other genes
Albendazole_q90.TOF	II	2222527	C08F1.4b.1	math-3	1180779	0.0562701029190541	0.169	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08H10.1a.1	lea-1	8795806	0.0194147637309511	0.169	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48C3A.18a.1	Y48C3A.18	13412550	0.0151641053286119	0.169	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.13.2	tiar-2	12799740	0.024080854877184	0.17	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.14.1	F45D11.14	1177961	0.0143297202702707	0.173	NA	Other genes
Albendazole_q90.TOF	II	2222527	T01E8.5.2	nrde-2	10583014	0.0199122853441944	0.173	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y108F1.4	math-43	3767356	0.0203760385387392	0.173	NA	Other genes
Albendazole_q90.TOF	II	2222527	F37H8.2	F37H8.2	11178164	0.0179949455927682	0.177	NA	Other genes
Albendazole_q90.TOF	II	2222527	K11D12.13.2	K11D12.13	880894	0.0176360569864127	0.177	NA	Other genes
Albendazole_q90.TOF	II	2222527	F23H11.3.1	sucl-2	1186497	0.0138973135476757	0.178	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05E11.3b.1	C05E11.3	13493538	0.0195740166863631	0.179	NA	Other genes
Albendazole_q90.TOF	II	2222527	C23H3.9b.2	C23H3.9	88086	0.0190437569013559	0.179	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45F2.10.1	F45F2.10	12708886	0.0301313574831611	0.18	NA	Other genes
Albendazole_q90.TOF	II	2222527	M03E7.2.1	M03E7.2	946924	0.0129382821803696	0.183	NA	Other genes
Albendazole_q90.TOF	II	2222527	F39B2.7.2	mtcu-1	12458085	0.0145732109748879	0.186	NA	Other genes
Albendazole_q90.TOF	II	2222527	F32D8.7b.1	F32D8.7	1186497	0.0170365481075324	0.187	NA	Other genes
Albendazole_q90.TOF	II	2222527	T28F12.1.2	T28F12.1	7638119	0.0132560299859987	0.187	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38F1A.5.2	cyd-1	13051715	0.0193717886200608	0.188	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.19a.2	spds-1	12812805	0.014954663572089	0.188	NA	Other genes
Albendazole_q90.TOF	II	2222527	F42G2.4.1	fbxa-182	3636951	0.0367383552609351	0.189	NA	Other genes
Albendazole_q90.TOF	II	2222527	T23F2.5.2	T23F2.5	4468340	0.0162623182802862	0.189	NA	Other genes
Albendazole_q90.TOF	II	2222527	EEED8.8.1	ndx-6	5404993	0.0113839684649586	0.19	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.16.2	trpp-5	12203344	0.0191653799398354	0.19	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46E12BL.4c.2	spsb-1	15112148	0.0129512132362481	0.193	NA	Other genes
Albendazole_q90.TOF	II	2222527	M106.7.2	M106.7	10860661	0.0246059248459879	0.194	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y14H12A.1.1	Y14H12A.1	3725656	0.0149547562637845	0.195	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y43F8B.2b.2	Y43F8B.2	1186497	0.0116494915715441	0.196	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1067.3.2	ZK1067.3	9180265	0.0185056141198538	0.196	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16C8.12.1	C16C8.12	3758442	0.0138997595496622	0.198	NA	Other genes
Albendazole_q90.TOF	II	2222527	F38B6.5a.1	col-172	946924	0.0109519055491587	0.198	NA	Other genes
Albendazole_q90.TOF	II	2222527	F38B6.5a.1	col-172	13265642	0.0109519055491587	0.198	NA	Other genes
Albendazole_q90.TOF	II	2222527	W09B6.4c.1	W09B6.4	1075610	0.0135031943454341	0.199	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y95B8A.1b.1	nas-30	1186497	0.0104517200204565	0.2	NA	Other genes
Albendazole_q90.TOF	II	2222527	C40D2.3.1	math-21	1612208	0.0192490830366874	0.201	NA	Other genes
Albendazole_q90.TOF	II	2222527	T02H6.9.1	T02H6.9	1000891	0.0172445474085976	0.202	NA	Other genes
Albendazole_q90.TOF	II	2222527	C08F1.1	math-2	1739882	0.0419295116715727	0.203	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.7.1	Y46G5A.7	12735248	0.00875575794256111	0.206	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14D2.1.1	bath-27	3381332	0.0371851220711446	0.207	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54D5.11.1	gtf-2E2	11524598	0.0147430361571085	0.208	NA	Other genes
Albendazole_q90.TOF	II	2222527	F57C2.2.1	btb-19	546631	0.0152230840587302	0.209	NA	Other genes
Albendazole_q90.TOF	II	2222527	F57C2.2.1	btb-19	13934817	0.0152230840587302	0.209	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK20.4a.1	coa-7	11560188	0.0134798694270325	0.209	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZC155.4.1	ZC155.4	1186497	0.0152077185689201	0.211	NA	Other genes
Albendazole_q90.TOF	II	2222527	M176.6a.1	kin-15	9387327	0.0204331522995427	0.212	NA	Other genes
Albendazole_q90.TOF	II	2222527	C31C9.1c.1	tag-10	13610515	0.00993939087855755	0.218	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.4b.1	Y110A2AL.4	2805590	0.0357221624992077	0.218	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y49F6C.4.1	bath-10	3434788	0.0163926746214623	0.218	NA	Other genes
Albendazole_q90.TOF	II	2222527	F55C12.19.1	F55C12.19	5903891	0.0152327401181586	0.219	NA	Other genes
Albendazole_q90.TOF	II	2222527	T10E10.5.1	col-169	946924	0.0100172593610704	0.219	NA	Other genes
Albendazole_q90.TOF	II	2222527	T16A1.3.1	fbxc-49	1442585	0.0385787246394335	0.219	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01C8.7a.1	slc-25A32	7797559	0.0106190154962905	0.22	NA	Other genes
Albendazole_q90.TOF	II	2222527	R11H6.2.2	R11H6.2	8917422	0.0147852877852288	0.22	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y11D7A.1	Y11D7A.1	946924	0.0125676108071702	0.221	NA	Other genes
Albendazole_q90.TOF	II	2222527	F28A10.3.1	F28A10.3	837397	0.0113969849122124	0.222	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y108F1.3	set-33	630616	0.0088830618541175	0.224	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1127.5.2	ZK1127.5	5860356	0.0197579454425411	0.228	NA	Other genes
Albendazole_q90.TOF	II	2222527	T10B11.7a.2	hrde-4	1186497	0.00923416080455702	0.235	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04A8.1a.1	W04A8.1	12716738	0.0125820497455753	0.235	NA	Other genes
Albendazole_q90.TOF	II	2222527	F58F12.4.1	F58F12.4	5702393	0.0138847631888566	0.236	NA	Other genes
Albendazole_q90.TOF	II	2222527	F36A4.6.1	col-33	1186497	0.0128593978029123	0.237	NA	Other genes
Albendazole_q90.TOF	II	2222527	F39E9.2.1	btb-16	3442041	0.0251231272534	0.238	NA	Other genes
Albendazole_q90.TOF	II	2222527	F07B7.1.1	F07B7.1	6994573	0.0136107252884958	0.239	NA	Other genes
Albendazole_q90.TOF	II	2222527	W09B7.1.1	W09B7.1	6994573	0.0136107252884958	0.239	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0399.1b.2	kcnl-1	1186497	0.0157914085534989	0.241	NA	Other genes
Albendazole_q90.TOF	II	2222527	C23H3.5.2	C23H3.5	1186497	0.0107217924804606	0.241	NA	Other genes
